"Ilan_id","SirketAdi","Sektor","Konum","Aciklama","Pozisyon","Deneyim","Egitim","CalismaSekli","Sifre"
"88","Nestlé Waters Türkiye","Hızlı tüketim malları","İstanbul ","Üniversite mezunu, FMCG alanında en az 3 yıl ulusal kilit müşteri yönetimi deneyimi, MS-Office uygulamalarına hakim olmak, İngilizce yeterliliği, B sınıfı sertifikaya sahip olmalı, Seyahat engeli olmamalı, Erkek adaylar için askerlik yükümlülüğü olmamalı. 

İŞ TANIMI

Genel işi yönlendirmek için eksiksiz Müşteri Planı oluşturun, Tüm siparişleri, fatura rezervasyonlarını, tahakkukları ve tahsilatı takip edin, Planlama, iletişim kurma, tahmin etme, sonuçları tutarlı bir şekilde ölçme ve düzeltici eylem veya öğrenmeyi uygulayarak günlük işlerde yürütmede mükemmelliği kolaylaştırır, Müşterilerle ilişki geliştirmek ve sürdürmek için müşteriyi ziyaret etmek, Sorumlu ve başarmak için sorumlu Ulusal Kilit Hesaplar hedefleri ve KPI'ları üzerinde anlaşmaya varıldı.","Ulusal Kilit Müşteri Satış Yöneticisi","More than 3 years of experience","Lisans   Lisansüstü","Full-Time","1234"
"89","Sheraton Çesme Hotel Resort  ve  SPA","Turizm","İzmir","        Ticaret Meslek Lisesi veya Üniversitelerin ilgili bölümünden mezun,
        5 yıldızlı otel tecrübesi olan,
        Genel Kasa pozisyonunda en az 3 yıl deneyimli,
        Tercihen İngilizce bilen,
        MS Office uygulamalarını, Opera ve Netsis programlarını etkin kullanabilen,
        Takım çalışmasına inanan,
        Temsil ve ikna yeteneği olan,
        İletişim becerileri yüksek,
        Problem çözme becerisi yüksek,
        Erkek adaylar için askerlik hizmetini tamamlamış
   

İŞ TANIMI
Günlük Misafir girişlerinin yapılan anlaşmalara ve belirlenen fiyat politikalarına uygunluğunun kontrol edilmesi,
Günlük gelirlerin fiyat ve adisyon kontrollerinin yapılarak raporların hazırlanması,
Ay sonu rapor kapanışı için gerekli hesap kontrollerinin yapılarak raporların hazırlanması,
 
Starwood Grubu en lüksten, şehir oteline kadar geniş yelpazede, farklı yaşam tarzlarına yönelik 9 farklı markası; St. Regis, The Luxury Collection, W, Westin, Le Meridien, Sheraton, Four Points by Sheraton, Aloft ve Element'ten oluşmaktadır. 
100'ün üzerinde ülkede 1305'den fazla oteli ve yaklaşık 171 bin çalışanı ile Starwood Hotels  ve  Resorts Worldwidedünyada turizm sektörünün lideridir.
Starwood Grubu'na ait Türkiye'deki otel sayısı son 5 yılda iki katına çıkmıştır. Starwood grubunun bünyesindeki en büyük markası Sheraton Hotels’tir. 
2001 yılından bu yana faaliyet gösteren işletmemiz  Sheraton Çeşme Hotel Resort  ve  SPA bölgenin en iddialı ve itibarlı işletmesi olarak birçok turizmciye kariyer imkânı sunmaktadır.   
 ","Ana Kasa Sorumlusu","En az 3 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"90","Firma Bilgisi Gizli","Elektrik  ve  Elektronik ","İstanbul ","İnşaat, mekanik ve elektriksel kurulumların projelere ve teknik standartlara uygun kaliteli şekilde yapılmasının sağlanması, yapılmıyorsa raporlanması,
Çalışmaların programa uygun şekilde  gerçekleştirilmesinin takip ve raporunun sağlanması,
İşveren firma, işveren taşeronları ve merkez ofis ile yazışma, toplantı vb iletişimlerin yürütülmesi,
İSG, KG/KK açısından eksik ve/veya yanlış olan her bir duruma müdahale edilmesive raporlanması,
Burada bahsi geçmeyen ancak pozisyonun gerektirdiği diğer görevlerin yerine getirilmesi,
","İnşaat Kontrol Mühendisi","7 - 15 yıl arası"," Lisans ","Tam Zamanlı","1234"
"91","BEKA-MAK MAKİNA SANAYİ VE TİCARET AŞ","Üretim ve Endüstriyel Ürünler","Bursa","Metal kesme makinaları (şerit ve hidrolik kollu testere) üretimi yapan firmamızda boyahane bölümünde değerlendirilmek üzere;
Tercihen meslek liselerinin ilgili bölümlerinden mezun,
Yaş boya konusunda 2-3 yıl deneyimli,
Macun ve zımpara yapabilecek,
Sorumluluk sahibi, dikkatli ve temiz çalışan,
Yoğun iş temposuna ayak uydurabilecek,
Erkek adaylar için askerlik hizmetini tamamlamış,
BOYAHANE ELEMANI alınacaktır.
","Boyahane Elemanı","En az 2 yıl tecrübeli","İlk Öğretim ","Tam Zamanlı","1234"
"92","Taşkıranlar Halı Pazarlama Mobilya San ve Tic AŞ","Mobilya  ve  Aksesuar","İstanbul   ","İŞ TANIMI


Mağazaların satış hedefleri ve müşteri memnuniyeti ilkelerine bağlı olarak mağazacılık yönetimini gerçekleştirmek.Mağazalar arası koordinasyonu sağlamak.Kendisinin-ekibinin iş planlarını oluşturmak ve mağaza bazında giderlerin kontrolünü sağlamak.Ekibinin performans kriterlerini oluşturmak, takip etmek değerlendirmek.Satış tahminlerini yapmak, satışları gözlemlemek ve tüm satış ekibini hedeflerine ulaşmada motive etmek, satış kanalını en etkin şekilde yöneterek hedeflerini gerçekleştirmek.Ürün yönetimiyle gerekli iş organizasyonunu yapmak ve stok seviyelerini kontrol etmek. Satan, satmayan ürünler hakkında bilgi vermek, ilgili yerlere raporlamak.Genel merkezdeki ilgili yöneticilerle birlikte indirim, kampanya ve promosyon çalışmalarında yer almak.Şehir içi, şehir dışı mağazaları düzenli aralıklarla ziyaret ederek gerekli kontrolleri yapmak.Şirket stratejilerini tüm mağazalara uygulamak.



GENEL NİTELİKLER


ABC Mobilya'nın yeni yapılanmasında rol alabilecek, ""Perakende Satış Yöneticisi "" pozisyonunda görev alacak profesyoneller arıyoruz.Perakende mağazacılık konusunda en az 5 yıl tecrübeli,Mağazaların operasyon süreçlerini yönetebilecek,Mağaza müdürlerine liderlik edebilecek bilgi, donanım ve karaktere sahip,Üniversite mezunu.Ekip yönetme konusunda başarılı,İletişimi güçlü, insan ilişkilerinde başarılı,Yenilikleri takip eden, uygulayan,MS Office programlarını aktif olarak kullanabilen,Seyahat engeli olmayan,B sınıfı ehliyeti olan ve aktif araç kullanabilen,Takım çalışmasına yatkın, analitik, dinamik, yenilikçi ve yaratıcı özelliklere sahip.

","Perakende Satış Yöneticisi","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"93","ATLASJET HAVACILIKA.Ş","Havacılık","İstanbul ","Üniversite ya da Meslek Yüksek Okullarının ilgili bölümlerinden mezun,Alanında minimum 3 yıl deneyim sahibi,Yer işletme operasyon manualine (GOM) hakim,İyi derecede İngilizce bilgisine sahip,MS Office uygulamalarına hakim,İletişim becerileri güçlü,Problemleri analiz etme ve zamanında çözme konusunda başarılı,Planlama ve koordinasyon yeteneği gelişmiş,Takip ve sonuçlandırma konusunda başarılı,Ekip çalışmasına yatkın,Vardiyalı düzende çalışabilecek,


İş Tanımı

ATLASGLOBAL Genel Müdürlük bünyesinde görevlendirmek üzere ""OCC(Operasyon Kontrol Merkezi) Yer İşletme Süpervizörü"" arayışımız bulunmaktadır.


Operasyon yapılan meydandaki istasyon ve yer hizmeti sağlayıcıları ile sefer öncesi ve sonrasında irtibat halinde olmak,Bir meydana ilk kez uçuş planlanması durumunda apron sahasında ve terminal alanında operasyonun gerçekleşmesine yönelik gerekli tedbirleri almak,Sefer iptali, erteleme, birleştirme nedeniyle oluşacak olası aksaklıkları önceden tespit etmek ve ilgili birim ile paylaşmak,Uçuşlara ilişkin yaşanabilecek olası bir gecikmede, ilgili istasyonlar ile iletişime geçmek ve gecikme süresine göre yolculara ikram, ulaşım, konaklama sağlanmasına ilişkin gerekli süreci takip etmek,Seferin kalkış ve iniş mesajlarını sistemler üzerinden takip ederek veri girişlerini gerçekleştirmek,Arıza kayıtları doğrultusunda, uçak için gerekli ekipman ihtiyacının ilgili meydanlarda karşılanması için gerekli istasyonlara ve hizmet sağlayıcılara bilgi vermek,İlave veya değişiklik gerektiren uçuşlar için meydan onaylarının alınmasından, değişiklik yapılmasından veya iptal edilmesinden sorumlu olmak,Teknik arıza, planlı bakım veya operasyonel nedenler ile uçuştan geri dönmüş veya uzun süre yerde kalmış uçakların takibinden, yakıt bilgisinden ve uçak ağırlık limitlerine uygun sefere tahsis edilmesinden sorumlu olmak,Uçuşların zamanında kalkış performansları, yerde kalış süreleri, gecikmeler ve nedenlerine ilişkin kayıtları arşivlemek ve DHMİ’den gelen veriler ile karşılaştırmak,

","Operasyon Kontrol Merkezi Yer İşletme Süpervizörü ","En az 3 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"94","Memak Plastik Gıda Makina San.Tic.A.Ş.","Üretim ve Endüstriyel Ürünler","Konya"," Makine panoları toplayabilen, Endüstri Meslek Lisesi/Meslek Yüksek Okullarının Elektrik ve/veya Elektrik/Elektronik bölümlerinden mezun, Bakım faaliyetlerinde bulunmuş veya bakım arıza onarımında bulunabilecek min. 3 yıl tecrübeli Raporlama yapabilecek seviyede MS Office programları kullanabilen, Vardiyalı çalışma ve esnek ve çalışma temposuna uyum sağlayabilecek Ekip çalışmasına ve işbirliğine yatkın Güçlü iletişim becerisine sahip Analitik düşünme yeteneğine sahip Öğrenmeye açık, yenilikçi ve yaratıcı yaklaşım gösterebilen Erkek adaylar için askerliğini tamamlamış olan,
takım arkadaşları arıyoruz.

","Elektrik Teknikeri","En az 2 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
"95","Gizli Firma","Reklam ve Tanıtım","İstanbul ","_x000D_
Asgari 2 yıl 5 yıldızlı otel deneyimi_x000D_
_x000D_
CCTV,X-Ray deneyimli_x000D_
İlk yardım sertifikalı_x000D_
Yangın eğitimi almış_x000D_
Temel seviyede İngilizce_x000D_
Geçerli Güvenlik kimliğine sahip_x000D_
Asgari Lise Mezunu_x000D_
Erkeklerde asgari 1.75-1.80 bayanlarda 1.70-1.75 boy_x000D_
Vardiyalı sistemde çalışabilecek_x000D_
Avrupa yakasında ve tercihen Esenler-Bayram paşa civarında ikamet eden_x000D_
","Özel Güvenlik Görevlisi","2 - 5 yıl arası","Lise ","Tam Zamanlı","1234"
"96","Ekol PckgPrinting (Ekol Ofset)","Prersonel Sorumlusu","İstanbul ","GENEL NİTELİKLER
Silivri’de bulunan 500 kişilik fabrikamızda; İş Kanunu, SGK Kanunu ve mevzuatlarına uygun olarak bordrolama ve personel işlemleri ve benzeri işlemleri gerçekleştirecek İnsan Kaynakları Bölümünde istihdam edilmek üzere PERSONEL SORUMLUSU aramaktayız.


İŞ TANIMI
Aranan Nitelikler
- MYO/Üniversite mezunu,
- Üretim yapan şirketlerde bordrolama ve personel işlemleri konusunda en az 3 yıl deneyime sahip,
- 4857 ve 1475 sayılı İş Kanunu, SGK Kanunu ve benzeri mevzuatlarına hakim,
- LOGO Bordro paketini mükemmel kullanabilen,
- İleri Excel uygulamalarına vakıf, 
- Takım çalışmasına yatkın, iletişim yeteneği kuvvetli,
- Sistemli ve düzenli çalışma yeteneğine sahip, analitik yönü gelişmiş,
- Askerlik hizmetini tamamlamış,
- İstanbul Avrupa yakasında ikâmet eden,
NOT: Avrupa yakasında ve Silivri’de servis imkanımız bulunmaktadır.
","Personel Sorumlusu","En az 3 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"97","THE SWATCH GROUP TURKEY SAAT TİC.LTD.ŞTİ.","Mağazacılık (Ticaret)","İstanbul   ","The Swatch Group Türkiye, İstanbul Avrupa yakası Marmara Forum AVM'
de yer alan Swatch Mağazası için Satış Danışmanı
arıyor.
 

Tercihen Lisans derecesine sahipSatış Danışmanı pozisyonunda en az 1 yıl deneyim sahibiDinamik ve iletişim becerileri güçlüİyi derecede MS Office programlarını kullanabilenPrezantablPlanlama ve organizasyon yeteneği yüksek


İŞ TANIMI

Mağaza Müdürü ve yardımcıları tarafından verilen aksiyon planını uygulamakMüşteri memnuniyetini gözeterek verilen hedefler doğrultusunda satış gerçekleştirmekMağazanın karlı ve örnek bir operasyona dönüşmesini sağlamak Müşteri ilişkilerini geliştirmek ve yüksek müşteri sadakatini sağlamakDönemlik satış analiz raporları hazırlamak
","SATIŞ DANIŞMANI ","En az 1 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
"98","Gökjet Havacılık Liseleri","Eğitim","İstanbul ","GENEL NİTELİKLER
Gökjet Havacılık Liseleri
Geleceğin havacılarını yetiştiren Türkiye'nin en havalı ve ilk özel havacılık lisesi Gökjet Ünvanını taşıyor.
Öncü konumda olup alanında en iyi ilk 10 kurum arasındayız.
Uçak Bakım ve Teknik Eğitim kurumlarımız için amacımız sektörün ihtiyaçlarını tamamıyla karşılayan ve bunların yanında uluslararası standartlara sahip bir kurumdur.
KALİTE
Kalite politikamız, öncülüğünü yaptığımız havacılık alanlarında; sektörel memnuniyeti en üst düzeyde tutmak, uzman ekibimiz ve çözüm ortaklarımızdan aldığımız geri bildirimleri etkin bir şekilde yönetmek, disiplin ve kurallar çerçevesinde sürekli geliştirmeye ve iyileştirmeye katma değerler sağlayacak üstün bir yönetim sistemi oluşturmaktır.
İŞ TANIMI
Büyükçekmece- Mimarobada faliyet gösteren Özel Gökjet Havacılık Mesleki ve Teknik Anadolu Lisemiz de görev yapacak “ İngilizce Öğretmenliği “ alanında çalışacak takım arkadaşlarımızı aramızda görmek istiyoruz;
Üniversitelerin; İngilizce Öğretmenliği bölümlerinden mezun yada İngiliz Dili ve Edebiyatı Amerikan Dili ve Edebiyatı, Amerikan Kültürü ve Edebiyatı, Mütercim-Tercümanlık, İngiliz Dil Bilimi , Çeviri Bilim Bölümü , İngiliz Dili ve Kültürü bölümlerinden mezun olup,
Tercihen deneyimli,
Dil eğitimini amaç edinmiş,
Kurumumuzun misyonunu taşıyabilecek,
Çağdaş eğitim yöntem ve teknolojilerini kullanabilen,
Dış görünüşüne dikkat eden,
İnsan ilişkilerinde girişimci, empati kurabilen, iletişim gücü yüksek, üretken,
Etkin sınıf yönetimi becerilerine sahip,
Tüm zeka türlerindeki öğrencilere eğitim verebilecek,
Çözüm odaklı, güler yüzlü,
Dikkatli ve detaycı,
Formasyon aranmamaktadır.
","İngilizce Öğretmeni","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"99","Anka Gross","Mağazacılık (Ticaret)","Ankara","Anka Gross, 30.000 m2 satış alanı ve profesyonel kadrosu ile büyük- gross mağazacılık konseptiyle faaliyet gösteren istikrarlı bir şekilde büyümeyi hedefleyen bir markadır.
Bu anlamda, istikrarla ve hızla büyüyen organizasyonumuza değer katacak, Keçiören'de açılacak olan mağazamızda görev alacak aşağıdaki niteliklere sahip Unlu Mamul Satış Şefi aramaktayız;


Pastanecilik sektöründe tercihen gıda ( Unlu mamuller satışı ) perakendeciliğinde deneyimliEn az 5 kişilik bir ekibi yönetme becerisine sahipHaftalık takım shift planı hazırlama, mal kabul, iade ve stok takibi yapma gibi operasyonel yönetim tecrübeleri olanMüşteri ilişkileri kuvvetli, diksiyonu düzgün, prezentablEsnek çalışma saatlerine uyum sağlayabilecekGörsel ve teşhir yeteneğine sahip, gelişime açık

İŞ TANIMI


Ekibini ve satış alanını etkin biçimde yönetip ve yönlendirmekMağaza içi satış ve pazarlama aktivitelerini takip etmek, raporlamakMağaza işletiminde verimliliği ön planda tutmakSatış ve müşteri odaklı çalışmak

","UNLU MAMÜL SATIŞ ŞEFİ ","En az 5 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
"100","Saten Tekstil Elektronik İletişim San. ve Tic Ltd.","Tekstil","İstanbul ","Sateen.com Ön Muhasebe Sorumlusu Arıyor
 7 yıldır internet dünyasında olan Saten Tekstil Elektronik İletişim Sanayi ve Ticaret bünyesinde bulunan sateen.com internet alışveriş sitesinde görevlendirilmek üzere,
Ön Muhasebe Sorumlusu  aranmaktadır.
Genel Nitelikler


Nebim V3 kullanabilen,İyi derecede Microsoft Office programlarını (Özellikle Excel) bilen,Sanal Poslar hakkında bilgisi olan,Tedarikçi Borç ve Alacak Raporlaması yapabilecek,Tercihen E-Ticaret deneyimi olan,Dinamik çalışma ortamına ayak uydurabilecek, takım çalışmasına yatkın,Yoğun çalışma temposuna uyum sağlayabilecek 

","Ön Muhasebe Sorumlusu","Tecrübeli ve Tecrübesiz","Önlisans ","Tam Zamanlı","1234"
"101","BEYTTURK","İnşaat","İstanbul ","Üniversitelerin ilgili bölümlerinden mezun,Muhasebe departmanında en az 5 yıl deneyimli,Genel muhasebe, Maliyet Muhasebesi, İnşaat Muhasebesi, Tek düzen hesap Planı, Bilanço, Muhasebe Mevzuatı, Gelir Tablosu ve diğer mali tablolar konularına hakim,E-defter ve e-fatura süreçlerine hakim,MS Office programlarını iyi derecede kullanabilen,Tercihen LUCA programını bilen,Güçlü iletişim becerisine sahip,Ekip çalışmasına yatkın,Planlama ve organizasyon becerileri güçlü,Detaycı, takipçi ve çözüm odaklı,İstanbul'da ikamet eden.

Çalışma Yeri : Üsküdar Salacak
Çalışma Gün/Saatleri : Haftaiçi 08.30 - 18.00 
                                         Haftasonu (Cumartesi) 08.30 - 15.00
İŞ TANIMI
Konut sektöründe faaliyet gösteren firmamızın Genel Merkezi’nde görevlendirilmek üzere ;


Muhasebe kayıtlarını oluşturarak sisteme girilmesi,Borç ve alacakların ödemesini ve tahsilâtınının takibinin yapılması,Banka hizmetlerinin uygulanmasını izlemek ,Banka hesaplarının kontrollerini yapmak ve mutabakatını sağlamak,Genel Muhasebe işlemlerini yasal gerekliliklerine uygun olarak gerçekleştirmek,BA ve BS mutabakatları ve cari hesap mutabakatlarının kontrol ve takibini yapmak,Çek ve senet tahsilâtı ve ödemelerini takip etmek ve bunları gerçekleştirmek,Alıcı ve satıcı cari hesap mutabakatlarının yapılmasından sorumlu olabilecek 
""Muhasebe Uzmanı” arayışımız bulunmaktadır.

","Muhasebe Uzmanı","En az 5 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"102"," hummel Türkiye","Perakende","Manisa","_x000D_
Takım olarak , dünyayı sporla değiştirebileceğimize inanıyoruz !_x000D_
Peki sen bu takımın bir parçası olmak ister misin ?_x000D_
_x000D_
_x000D_
Enerjimle fark yaratırım, ekibin motivasyonu benden sorulur ve markayı en iyi şekilde temsil ederim diyorsan hemen başvurunu tamamla !_x000D_
_x000D_
_x000D_
En az Lise MezunuMin. 2 yıl yöneticilik tecrübesi olanVardiyalı ve hafta sonları çalışabilen_x000D_
","Mağaza Müdürü","En az 2 yıl tecrübeli","Lise ","Tam Zamanlı","1234"
